Girl's x position: Girl's y position: Girl's speed: Bear's x position: Bear's y position: Bear's speed: Telephone booth's x position: Telephone booth's y position: 	X_G	Y_G	X_B	Y_B
	6.33839	0.633839	6.31849	0.631849
	6.34834	0.634834	6.32844	0.632844
	6.35829	0.635829	6.33839	0.633839
	6.36824	0.636824	6.34834	0.634834
	6.37819	0.637819	6.35829	0.635829
	6.38814	0.638814	6.36824	0.636824
	6.39809	0.639809	6.37819	0.637819
	6.40804	0.640804	6.38814	0.638814
	6.41799	0.641799	6.39809	0.639809
	6.42794	0.642794	6.40804	0.640804
	6.43789	0.643789	6.418	0.6418
	6.44784	0.644784	6.42795	0.642795
	6.45779	0.645779	6.4379	0.64379
	6.46774	0.646774	6.44785	0.644785
	6.47769	0.647769	6.4578	0.64578
	6.48764	0.648764	6.46775	0.646775
	6.49759	0.649759	6.4777	0.64777
	6.50754	0.650754	6.48765	0.648765
	6.51749	0.651749	6.4976	0.64976
	6.52744	0.652744	6.50755	0.650755
	6.53739	0.653739	6.5175	0.65175
	6.54734	0.654734	6.52745	0.652745
	6.5573	0.65573	6.5374	0.65374
	6.56725	0.656725	6.54735	0.654735
	6.5772	0.65772	6.5573	0.65573
	6.58715	0.658715	6.56725	0.656725
	6.5971	0.65971	6.5772	0.65772
	6.60705	0.660705	6.58715	0.658715
	6.617	0.6617	6.5971	0.65971
	6.62695	0.662695	6.60705	0.660705
	6.6369	0.66369	6.617	0.6617
	6.64685	0.664685	6.62695	0.662695
	6.6568	0.66568	6.6369	0.66369
	6.66675	0.666675	6.64685	0.664685
	6.6767	0.66767	6.6568	0.66568
	6.68665	0.668665	6.66675	0.666675
	6.6966	0.66966	6.6767	0.66767
	6.70655	0.670655	6.68666	0.668666
	6.7165	0.67165	6.69661	0.669661
	6.72645	0.672645	6.70656	0.670656
	6.7364	0.67364	6.71651	0.671651
	6.74635	0.674635	6.72646	0.672646
	6.7563	0.67563	6.73641	0.673641
	6.76625	0.676625	6.74636	0.674636
	6.7762	0.67762	6.75631	0.675631
	6.78615	0.678615	6.76626	0.676626
	6.7961	0.67961	6.77621	0.677621
	6.80605	0.680605	6.78616	0.678616
	6.816	0.6816	6.79611	0.679611
	6.82596	0.682596	6.80606	0.680606
	6.83591	0.683591	6.81601	0.681601
	6.84586	0.684586	6.82596	0.682596
	6.85581	0.685581	6.83591	0.683591
	6.86576	0.686576	6.84586	0.684586
	6.87571	0.687571	6.85581	0.685581
	6.88566	0.688566	6.86576	0.686576
	6.89561	0.689561	6.87571	0.687571
	6.90556	0.690556	6.88566	0.688566
	6.91551	0.691551	6.89561	0.689561
	6.92546	0.692546	6.90556	0.690556
	6.93541	0.693541	6.91551	0.691551
	6.94536	0.694536	6.92546	0.692546
	6.95531	0.695531	6.93541	0.693541
	6.96526	0.696526	6.94536	0.694536
	6.97521	0.697521	6.95532	0.695532
	6.98516	0.698516	6.96527	0.696527
	6.99511	0.699511	6.97522	0.697522
	7.00506	0.700506	6.98517	0.698517
	7.01501	0.701501	6.99512	0.699512
	7.02496	0.702496	7.00507	0.700507
	7.03491	0.703491	7.01502	0.701502
	7.04486	0.704486	7.02497	0.702497
	7.05481	0.705481	7.03492	0.703492
	7.06476	0.706476	7.04487	0.704487
	7.07471	0.707471	7.05482	0.705482
	7.08466	0.708466	7.06477	0.706477
	7.09462	0.709462	7.07472	0.707472
	7.10457	0.710457	7.08467	0.708467
	7.11452	0.711452	7.09462	0.709462
	7.12447	0.712447	7.10457	0.710457
	7.13442	0.713442	7.11452	0.711452
	7.14437	0.714437	7.12447	0.712447
	7.15432	0.715432	7.13442	0.713442
	7.16427	0.716427	7.14437	0.714437
	7.17422	0.717422	7.15432	0.715432
	7.18417	0.718417	7.16427	0.716427
	7.19412	0.719412	7.17422	0.717422
	7.20407	0.720407	7.18417	0.718417
	7.21402	0.721402	7.19412	0.719412
	7.22397	0.722397	7.20407	0.720407
	7.23392	0.723392	7.21402	0.721402
	7.24387	0.724387	7.22398	0.722398
	7.25382	0.725382	7.23393	0.723393
	7.26377	0.726377	7.24388	0.724388
	7.27372	0.727372	7.25383	0.725383
	7.28367	0.728367	7.26378	0.726378
	7.29362	0.729362	7.27373	0.727373
	7.30357	0.730357	7.28368	0.728368
	7.31352	0.731352	7.29363	0.729363
	7.32347	0.732347	7.30358	0.730358
	7.33342	0.733342	7.31353	0.731353
	7.34337	0.734337	7.32348	0.732348
	7.35332	0.735332	7.33343	0.733343
	7.36328	0.736328	7.34338	0.734338
	7.37323	0.737323	7.35333	0.735333
	7.38318	0.738318	7.36328	0.736328
	7.39313	0.739313	7.37323	0.737323
	7.40308	0.740308	7.38318	0.738318
	7.41303	0.741303	7.39313	0.739313
	7.42298	0.742298	7.40308	0.740308
	7.43293	0.743293	7.41303	0.741303
	7.44288	0.744288	7.42298	0.742298
	7.45283	0.745283	7.43293	0.743293
	7.46278	0.746278	7.44288	0.744288
	7.47273	0.747273	7.45283	0.745283
	7.48268	0.748268	7.46278	0.746278
	7.49263	0.749263	7.47273	0.747273
	7.50258	0.750258	7.48269	0.748269
	7.51253	0.751253	7.49264	0.749264
	7.52248	0.752248	7.50259	0.750259
	7.53243	0.753243	7.51254	0.751254
	7.54238	0.754238	7.52249	0.752249
	7.55233	0.755233	7.53244	0.753244
	7.56228	0.756228	7.54239	0.754239
	7.57223	0.757223	7.55234	0.755234
	7.58218	0.758218	7.56229	0.756229
	7.59213	0.759213	7.57224	0.757224
	7.60208	0.760208	7.58219	0.758219
	7.61203	0.761203	7.59214	0.759214
	7.62198	0.762198	7.60209	0.760209
	7.63194	0.763194	7.61204	0.761204
	7.64189	0.764189	7.62199	0.762199
	7.65184	0.765184	7.63194	0.763194
	7.66179	0.766179	7.64189	0.764189
	7.67174	0.767174	7.65184	0.765184
	7.68169	0.768169	7.66179	0.766179
	7.69164	0.769164	7.67174	0.767174
	7.70159	0.770159	7.68169	0.768169
	7.71154	0.771154	7.69164	0.769164
	7.72149	0.772149	7.70159	0.770159
	7.73144	0.773144	7.71154	0.771154
	7.74139	0.774139	7.72149	0.772149
	7.75134	0.775134	7.73144	0.773144
	7.76129	0.776129	7.74139	0.774139
	7.77124	0.777124	7.75135	0.775135
	7.78119	0.778119	7.7613	0.77613
	7.79114	0.779114	7.77125	0.777125
	7.80109	0.780109	7.7812	0.77812
	7.81104	0.781104	7.79115	0.779115
	7.82099	0.782099	7.8011	0.78011
	7.83094	0.783094	7.81105	0.781105
	7.84089	0.784089	7.821	0.7821
	7.85084	0.785084	7.83095	0.783095
	7.86079	0.786079	7.8409	0.78409
	7.87074	0.787074	7.85085	0.785085
	7.88069	0.788069	7.8608	0.78608
	7.89064	0.789064	7.87075	0.787075
	7.9006	0.79006	7.8807	0.78807
	7.91055	0.791055	7.89065	0.789065
	7.9205	0.79205	7.9006	0.79006
	7.93045	0.793045	7.91055	0.791055
	7.9404	0.79404	7.9205	0.79205
	7.95035	0.795035	7.93045	0.793045
	7.9603	0.79603	7.9404	0.79404
	7.97025	0.797025	7.95035	0.795035
	7.9802	0.79802	7.9603	0.79603
	7.99015	0.799015	7.97025	0.797025
	8.0001	0.80001	7.9802	0.79802
	8.01005	0.801005	7.99015	0.799015
	8.02	0.802	8.0001	0.80001
	8.02995	0.802995	8.01005	0.801005
	8.0399	0.80399	8.02001	0.802001
	8.04985	0.804985	8.02996	0.802996
	8.0598	0.80598	8.03991	0.803991
	8.06975	0.806975	8.04986	0.804986
	8.0797	0.80797	8.05981	0.805981
	8.08965	0.808965	8.06976	0.806976
	8.0996	0.80996	8.07971	0.807971
	8.10955	0.810955	8.08966	0.808966
	8.1195	0.81195	8.09961	0.809961
	8.12945	0.812945	8.10956	0.810956
	8.1394	0.81394	8.11951	0.811951
	8.14935	0.814935	8.12946	0.812946
	8.1593	0.81593	8.13941	0.813941
	8.16926	0.816926	8.14936	0.814936
	8.17921	0.817921	8.15931	0.815931
	8.18916	0.818916	8.16926	0.816926
	8.19911	0.819911	8.17921	0.817921
	8.20906	0.820906	8.18916	0.818916
	8.21901	0.821901	8.19911	0.819911
	8.22896	0.822896	8.20906	0.820906
	8.23891	0.823891	8.21901	0.821901
	8.24886	0.824886	8.22896	0.822896
	8.25881	0.825881	8.23891	0.823891
	8.26876	0.826876	8.24886	0.824886
	8.27871	0.827871	8.25881	0.825881
	8.28866	0.828866	8.26876	0.826876
	8.29861	0.829861	8.27871	0.827871
	8.30856	0.830856	8.28867	0.828867
	8.31851	0.831851	8.29862	0.829862
	8.32846	0.832846	8.30857	0.830857
	8.33841	0.833841	8.31852	0.831852
	8.34836	0.834836	8.32847	0.832847
	8.35831	0.835831	8.33842	0.833842
	8.36826	0.836826	8.34837	0.834837
	8.37821	0.837821	8.35832	0.835832
	8.38816	0.838816	8.36827	0.836827
	8.39811	0.839811	8.37822	0.837822
	8.40806	0.840806	8.38817	0.838817
	8.41801	0.841801	8.39812	0.839812
	8.42797	0.842797	8.40807	0.840807
	8.43792	0.843792	8.41802	0.841802
	8.44787	0.844787	8.42797	0.842797
	8.45782	0.845782	8.43792	0.843792
	8.46777	0.846777	8.44787	0.844787
	8.47772	0.847772	8.45782	0.845782
	8.48767	0.848767	8.46777	0.846777
	8.49762	0.849762	8.47772	0.847772
	8.50757	0.850757	8.48767	0.848767
	8.51752	0.851752	8.49762	0.849762
	8.52747	0.852747	8.50757	0.850757
	8.53742	0.853742	8.51752	0.851752
	8.54737	0.854737	8.52747	0.852747
	8.55732	0.855732	8.53742	0.853742
	8.56727	0.856727	8.54737	0.854737
	8.57722	0.857722	8.55733	0.855733
	8.58717	0.858717	8.56728	0.856728
	8.59712	0.859712	8.57723	0.857723
	8.60707	0.860707	8.58718	0.858718
	8.61702	0.861702	8.59713	0.859713
	8.62697	0.862697	8.60708	0.860708
	8.63692	0.863692	8.61703	0.861703
	8.64687	0.864687	8.62698	0.862698
	8.65682	0.865682	8.63693	0.863693
	8.66677	0.866677	8.64688	0.864688
	8.67672	0.867672	8.65683	0.865683
	8.68667	0.868667	8.66678	0.866678
	8.69663	0.869663	8.67673	0.867673
	8.70658	0.870658	8.68668	0.868668
	8.71653	0.871653	8.69663	0.869663
	8.72648	0.872648	8.70658	0.870658
	8.73643	0.873643	8.71653	0.871653
	8.74638	0.874638	8.72648	0.872648
	8.75633	0.875633	8.73643	0.873643
	8.76628	0.876628	8.74638	0.874638
	8.77623	0.877623	8.75633	0.875633
	8.78618	0.878618	8.76628	0.876628
	8.79613	0.879613	8.77623	0.877623
	8.80608	0.880608	8.78618	0.878618
	8.81603	0.881603	8.79613	0.879613
	8.82598	0.882598	8.80608	0.880608
	8.83593	0.883593	8.81603	0.881603
	8.84588	0.884588	8.82599	0.882599
	8.85583	0.885583	8.83594	0.883594
	8.86578	0.886578	8.84589	0.884589
	8.87573	0.887573	8.85584	0.885584
	8.88568	0.888568	8.86579	0.886579
	8.89563	0.889563	8.87574	0.887574
	8.90558	0.890558	8.88569	0.888569
	8.91553	0.891553	8.89564	0.889564
	8.92548	0.892548	8.90559	0.890559
	8.93543	0.893543	8.91554	0.891554
	8.94538	0.894538	8.92549	0.892549
	8.95533	0.895533	8.93544	0.893544
	8.96529	0.896529	8.94539	0.894539
	8.97524	0.897524	8.95534	0.895534
	8.98519	0.898519	8.96529	0.896529
	8.99514	0.899514	8.97524	0.897524
	9.00509	0.900509	8.98519	0.898519
	9.01504	0.901504	8.99514	0.899514
	9.02499	0.902499	9.00509	0.900509
	9.03494	0.903494	9.01504	0.901504
	9.04489	0.904489	9.02499	0.902499
	9.05484	0.905484	9.03494	0.903494
	9.06479	0.906479	9.04489	0.904489
	9.07474	0.907474	9.05484	0.905484
	9.08469	0.908469	9.06479	0.906479
	9.09464	0.909464	9.07474	0.907474
	9.10459	0.910459	9.08469	0.908469
	9.11454	0.911454	9.09465	0.909465
	9.12449	0.912449	9.1046	0.91046
	9.13444	0.913444	9.11455	0.911455
	9.14439	0.914439	9.1245	0.91245
	9.15434	0.915434	9.13445	0.913445
	9.16429	0.916429	9.1444	0.91444
	9.17424	0.917424	9.15435	0.915435
	9.18419	0.918419	9.1643	0.91643
	9.19414	0.919414	9.17425	0.917425
	9.20409	0.920409	9.1842	0.91842
	9.21404	0.921404	9.19415	0.919415
	9.22399	0.922399	9.2041	0.92041
	9.23395	0.923395	9.21405	0.921405
	9.2439	0.92439	9.224	0.9224
	9.25385	0.925385	9.23395	0.923395
	9.2638	0.92638	9.2439	0.92439
	9.27375	0.927375	9.25385	0.925385
	9.2837	0.92837	9.2638	0.92638
	9.29365	0.929365	9.27375	0.927375
	9.3036	0.93036	9.2837	0.92837
	9.31355	0.931355	9.29365	0.929365
	9.3235	0.93235	9.3036	0.93036
	9.33345	0.933345	9.31355	0.931355
	9.3434	0.93434	9.3235	0.93235
	9.35335	0.935335	9.33345	0.933345
	9.3633	0.93633	9.3434	0.93434
	9.37325	0.937325	9.35335	0.935335
	9.3832	0.93832	9.36331	0.936331
	9.39315	0.939315	9.37326	0.937326
	9.4031	0.94031	9.38321	0.938321
	9.41305	0.941305	9.39316	0.939316
	9.423	0.9423	9.40311	0.940311
	9.43295	0.943295	9.41306	0.941306
	9.4429	0.94429	9.42301	0.942301
	9.45285	0.945285	9.43296	0.943296
	9.4628	0.94628	9.44291	0.944291
	9.47275	0.947275	9.45286	0.945286
	9.4827	0.94827	9.46281	0.946281
	9.49265	0.949265	9.47276	0.947276
	9.50261	0.950261	9.48271	0.948271
	9.51256	0.951256	9.49266	0.949266
	9.52251	0.952251	9.50261	0.950261
	9.53246	0.953246	9.51256	0.951256
	9.54241	0.954241	9.52251	0.952251
	9.55236	0.955236	9.53246	0.953246
	9.56231	0.956231	9.54241	0.954241
	9.57226	0.957226	9.55236	0.955236
	9.58221	0.958221	9.56231	0.956231
	9.59216	0.959216	9.57226	0.957226
	9.60211	0.960211	9.58221	0.958221
	9.61206	0.961206	9.59216	0.959216
	9.62201	0.962201	9.60211	0.960211
	9.63196	0.963196	9.61206	0.961206
	9.64191	0.964191	9.62201	0.962201
	9.65186	0.965186	9.63197	0.963197
	9.66181	0.966181	9.64192	0.964192
	9.67176	0.967176	9.65187	0.965187
	9.68171	0.968171	9.66182	0.966182
	9.69166	0.969166	9.67177	0.967177
	9.70161	0.970161	9.68172	0.968172
	9.71156	0.971156	9.69167	0.969167
	9.72151	0.972151	9.70162	0.970162
	9.73146	0.973146	9.71157	0.971157
	9.74141	0.974141	9.72152	0.972152
	9.75136	0.975136	9.73147	0.973147
	9.76131	0.976131	9.74142	0.974142
	9.77127	0.977127	9.75137	0.975137
	9.78122	0.978122	9.76132	0.976132
	9.79117	0.979117	9.77127	0.977127
	9.80112	0.980112	9.78122	0.978122
	9.81107	0.981107	9.79117	0.979117
	9.82102	0.982102	9.80112	0.980112
	9.83097	0.983097	9.81107	0.981107
	9.84092	0.984092	9.82102	0.982102
	9.85087	0.985087	9.83097	0.983097
	9.86082	0.986082	9.84092	0.984092
	9.87077	0.987077	9.85087	0.985087
	9.88072	0.988072	9.86082	0.986082
	9.89067	0.989067	9.87077	0.987077
	9.90062	0.990062	9.88072	0.988072
	9.91057	0.991057	9.89068	0.989068
	9.92052	0.992052	9.90063	0.990063
	9.93047	0.993047	9.91058	0.991058
	9.94042	0.994042	9.92053	0.992053
	9.95037	0.995037	9.93048	0.993048
	9.96032	0.996032	9.94043	0.994043
	9.97027	0.997027	9.95038	0.995038
	9.98022	0.998022	9.96033	0.996033
	9.99017	0.999017	9.97028	0.997028
	10.0001	1.00001	9.98023	0.998023
	10.0101	1.00101	9.99018	0.999018
	10.02	1.002	10.0001	1.00001
	10.03	1.003	10.0101	1.00101
	10.0399	1.00399	10.02	1.002
	10.0499	1.00499	10.03	1.003
	10.0598	1.00598	10.0399	1.00399
	10.0698	1.00698	10.0499	1.00499
	10.0797	1.00797	10.0598	1.00598
	10.0897	1.00897	10.0698	1.00698
	10.0996	1.00996	10.0797	1.00797
	10.1096	1.01096	10.0897	1.00897
	10.1195	1.01195	10.0996	1.00996
	10.1295	1.01295	10.1096	1.01096
	10.1394	1.01394	10.1195	1.01195
	10.1494	1.01494	10.1295	1.01295
	10.1593	1.01593	10.1394	1.01394
	10.1693	1.01693	10.1494	1.01494
	10.1792	1.01792	10.1593	1.01593
	10.1892	1.01892	10.1693	1.01693
	10.1991	1.01991	10.1792	1.01792
	10.2091	1.02091	10.1892	1.01892
	10.219	1.0219	10.1991	1.01991
	10.229	1.0229	10.2091	1.02091
	10.2389	1.02389	10.219	1.0219
	10.2489	1.02489	10.229	1.0229
	10.2588	1.02588	10.2389	1.02389
	10.2688	1.02688	10.2489	1.02489
	10.2787	1.02787	10.2588	1.02588
	10.2887	1.02887	10.2688	1.02688
	10.2986	1.02986	10.2787	1.02787
	10.3086	1.03086	10.2887	1.02887
	10.3185	1.03185	10.2986	1.02986
	10.3285	1.03285	10.3086	1.03086
	10.3384	1.03384	10.3185	1.03185
	10.3484	1.03484	10.3285	1.03285
	10.3583	1.03583	10.3384	1.03384
	10.3683	1.03683	10.3484	1.03484
	10.3782	1.03782	10.3583	1.03583
	10.3882	1.03882	10.3683	1.03683
	10.3981	1.03981	10.3782	1.03782
	10.4081	1.04081	10.3882	1.03882
	10.418	1.0418	10.3981	1.03981
	10.428	1.0428	10.4081	1.04081
	10.4379	1.04379	10.418	1.0418
	10.4479	1.04479	10.428	1.0428
	10.4578	1.04578	10.4379	1.04379
	10.4678	1.04678	10.4479	1.04479
	10.4777	1.04777	10.4578	1.04578
	10.4877	1.04877	10.4678	1.04678
	10.4976	1.04976	10.4777	1.04777
	10.5076	1.05076	10.4877	1.04877
	10.5175	1.05175	10.4976	1.04976
	10.5275	1.05275	10.5076	1.05076
	10.5374	1.05374	10.5175	1.05175
	10.5474	1.05474	10.5275	1.05275
	10.5573	1.05573	10.5374	1.05374
	10.5673	1.05673	10.5474	1.05474
	10.5772	1.05772	10.5573	1.05573
	10.5872	1.05872	10.5673	1.05673
	10.5971	1.05971	10.5773	1.05773
	10.6071	1.06071	10.5872	1.05872
	10.617	1.0617	10.5972	1.05972
	10.627	1.0627	10.6071	1.06071
	10.6369	1.06369	10.6171	1.06171
	10.6469	1.06469	10.627	1.0627
	10.6568	1.06568	10.637	1.0637
	10.6668	1.06668	10.6469	1.06469
	10.6767	1.06767	10.6569	1.06569
	10.6867	1.06867	10.6668	1.06668
	10.6966	1.06966	10.6768	1.06768
	10.7066	1.07066	10.6867	1.06867
	10.7166	1.07166	10.6967	1.06967
	10.7265	1.07265	10.7066	1.07066
	10.7365	1.07365	10.7166	1.07166
	10.7464	1.07464	10.7265	1.07265
	10.7564	1.07564	10.7365	1.07365
	10.7663	1.07663	10.7464	1.07464
	10.7763	1.07763	10.7564	1.07564
	10.7862	1.07862	10.7663	1.07663
	10.7962	1.07962	10.7763	1.07763
	10.8061	1.08061	10.7862	1.07862
	10.8161	1.08161	10.7962	1.07962
	10.826	1.0826	10.8061	1.08061
	10.836	1.0836	10.8161	1.08161
	10.8459	1.08459	10.826	1.0826
	10.8559	1.08559	10.836	1.0836
	10.8658	1.08658	10.8459	1.08459
	10.8758	1.08758	10.8559	1.08559
	10.8857	1.08857	10.8658	1.08658
	10.8957	1.08957	10.8758	1.08758
	10.9056	1.09056	10.8857	1.08857
	10.9156	1.09156	10.8957	1.08957
	10.9255	1.09255	10.9056	1.09056
	10.9355	1.09355	10.9156	1.09156
	10.9454	1.09454	10.9255	1.09255
	10.9554	1.09554	10.9355	1.09355
	10.9653	1.09653	10.9454	1.09454
	10.9753	1.09753	10.9554	1.09554
	10.9852	1.09852	10.9653	1.09653
	10.9952	1.09952	10.9753	1.09753
	11.0051	1.10051	10.9852	1.09852
	11.0151	1.10151	10.9952	1.09952
	11.025	1.1025	11.0051	1.10051
	11.035	1.1035	11.0151	1.10151
	11.0449	1.10449	11.025	1.1025
	11.0549	1.10549	11.035	1.1035
	11.0648	1.10648	11.0449	1.10449
	11.0748	1.10748	11.0549	1.10549
	11.0847	1.10847	11.0648	1.10648
	11.0947	1.10947	11.0748	1.10748
	11.1046	1.11046	11.0847	1.10847
	11.1146	1.11146	11.0947	1.10947
	11.1245	1.11245	11.1046	1.11046
	11.1345	1.11345	11.1146	1.11146
	11.1444	1.11444	11.1245	1.11245
	11.1544	1.11544	11.1345	1.11345
	11.1643	1.11643	11.1444	1.11444
	11.1743	1.11743	11.1544	1.11544
	11.1842	1.11842	11.1643	1.11643
	11.1942	1.11942	11.1743	1.11743
	11.2041	1.12041	11.1842	1.11842
	11.2141	1.12141	11.1942	1.11942
	11.224	1.1224	11.2041	1.12041
	11.234	1.1234	11.2141	1.12141
	11.2439	1.12439	11.224	1.1224
	11.2539	1.12539	11.234	1.1234
	11.2638	1.12638	11.2439	1.12439
	11.2738	1.12738	11.2539	1.12539
	11.2837	1.12837	11.2638	1.12638
	11.2937	1.12937	11.2738	1.12738
	11.3036	1.13036	11.2837	1.12837
	11.3136	1.13136	11.2937	1.12937
	11.3235	1.13235	11.3036	1.13036
	11.3335	1.13335	11.3136	1.13136
	11.3434	1.13434	11.3235	1.13235
	11.3534	1.13534	11.3335	1.13335
	11.3633	1.13633	11.3434	1.13434
	11.3733	1.13733	11.3534	1.13534
	11.3832	1.13832	11.3633	1.13633
	11.3932	1.13932	11.3733	1.13733
	11.4031	1.14031	11.3832	1.13832
	11.4131	1.14131	11.3932	1.13932
	11.423	1.1423	11.4031	1.14031
	11.433	1.1433	11.4131	1.14131
	11.4429	1.14429	11.423	1.1423
	11.4529	1.14529	11.433	1.1433
	11.4628	1.14628	11.4429	1.14429
	11.4728	1.14728	11.4529	1.14529
	11.4827	1.14827	11.4628	1.14628
	11.4927	1.14927	11.4728	1.14728
	11.5026	1.15026	11.4827	1.14827
	11.5126	1.15126	11.4927	1.14927
	11.5225	1.15225	11.5026	1.15026
	11.5325	1.15325	11.5126	1.15126
	11.5424	1.15424	11.5225	1.15225
	11.5524	1.15524	11.5325	1.15325
	11.5623	1.15623	11.5424	1.15424
	11.5723	1.15723	11.5524	1.15524
	11.5822	1.15822	11.5623	1.15623
	11.5922	1.15922	11.5723	1.15723
	11.6021	1.16021	11.5822	1.15822
	11.6121	1.16121	11.5922	1.15922
	11.622	1.1622	11.6021	1.16021
	11.632	1.1632	11.6121	1.16121
	11.6419	1.16419	11.622	1.1622
	11.6519	1.16519	11.632	1.1632
	11.6618	1.16618	11.6419	1.16419
	11.6718	1.16718	11.6519	1.16519
	11.6817	1.16817	11.6618	1.16618
	11.6917	1.16917	11.6718	1.16718
	11.7016	1.17016	11.6817	1.16817
	11.7116	1.17116	11.6917	1.16917
	11.7215	1.17215	11.7016	1.17016
	11.7315	1.17315	11.7116	1.17116
	11.7414	1.17414	11.7215	1.17215
	11.7514	1.17514	11.7315	1.17315
	11.7613	1.17613	11.7414	1.17414
	11.7713	1.17713	11.7514	1.17514
	11.7812	1.17812	11.7613	1.17613
	11.7912	1.17912	11.7713	1.17713
	11.8011	1.18011	11.7812	1.17812
	11.8111	1.18111	11.7912	1.17912
	11.821	1.1821	11.8011	1.18011
	11.831	1.1831	11.8111	1.18111
	11.8409	1.18409	11.821	1.1821
	11.8509	1.18509	11.831	1.1831
	11.8608	1.18608	11.8409	1.18409
	11.8708	1.18708	11.8509	1.18509
	11.8807	1.18807	11.8608	1.18608
	11.8907	1.18907	11.8708	1.18708
	11.9006	1.19006	11.8807	1.18807
	11.9106	1.19106	11.8907	1.18907
	11.9205	1.19205	11.9007	1.19007
	11.9305	1.19305	11.9106	1.19106
	11.9404	1.19404	11.9206	1.19206
	11.9504	1.19504	11.9305	1.19305
	11.9603	1.19603	11.9405	1.19405
	11.9703	1.19703	11.9504	1.19504
	11.9802	1.19802	11.9604	1.19604
	11.9902	1.19902	11.9703	1.19703
	12.0001	1.20001	11.9803	1.19803
	12.0101	1.20101	11.9902	1.19902
	12.02	1.202	12.0002	1.20002
	12.03	1.203	12.0101	1.20101
	12.04	1.204	12.0201	1.20201
	12.0499	1.20499	12.03	1.203
	12.0599	1.20599	12.04	1.204
	12.0698	1.20698	12.0499	1.20499
	12.0798	1.20798	12.0599	1.20599
	12.0897	1.20897	12.0698	1.20698
	12.0997	1.20997	12.0798	1.20798
	12.1096	1.21096	12.0897	1.20897
	12.1196	1.21196	12.0997	1.20997
	12.1295	1.21295	12.1096	1.21096
	12.1395	1.21395	12.1196	1.21196
	12.1494	1.21494	12.1295	1.21295
	12.1594	1.21594	12.1395	1.21395
	12.1693	1.21693	12.1494	1.21494
	12.1793	1.21793	12.1594	1.21594
	12.1892	1.21892	12.1693	1.21693
	12.1992	1.21992	12.1793	1.21793
	12.2091	1.22091	12.1892	1.21892
	12.2191	1.22191	12.1992	1.21992
	12.229	1.2229	12.2091	1.22091
	12.239	1.2239	12.2191	1.22191
	12.2489	1.22489	12.229	1.2229
	12.2589	1.22589	12.239	1.2239
	12.2688	1.22688	12.2489	1.22489
	12.2788	1.22788	12.2589	1.22589
	12.2887	1.22887	12.2688	1.22688
	12.2987	1.22987	12.2788	1.22788
	12.3086	1.23086	12.2887	1.22887
	12.3186	1.23186	12.2987	1.22987
	12.3285	1.23285	12.3086	1.23086
	12.3385	1.23385	12.3186	1.23186
	12.3484	1.23484	12.3285	1.23285
	12.3584	1.23584	12.3385	1.23385
	12.3683	1.23683	12.3484	1.23484
	12.3783	1.23783	12.3584	1.23584
	12.3882	1.23882	12.3683	1.23683
	12.3982	1.23982	12.3783	1.23783
	12.4081	1.24081	12.3882	1.23882
	12.4181	1.24181	12.3982	1.23982
	12.428	1.2428	12.4081	1.24081
	12.438	1.2438	12.4181	1.24181
	12.4479	1.24479	12.428	1.2428
	12.4579	1.24579	12.438	1.2438
	12.4678	1.24678	12.4479	1.24479
	12.4778	1.24778	12.4579	1.24579
	12.4877	1.24877	12.4678	1.24678
	12.4977	1.24977	12.4778	1.24778
	12.5076	1.25076	12.4877	1.24877
	12.5176	1.25176	12.4977	1.24977
	12.5275	1.25275	12.5076	1.25076
	12.5375	1.25375	12.5176	1.25176
	12.5474	1.25474	12.5275	1.25275
	12.5574	1.25574	12.5375	1.25375
	12.5673	1.25673	12.5474	1.25474
	12.5773	1.25773	12.5574	1.25574
	12.5872	1.25872	12.5673	1.25673
	12.5972	1.25972	12.5773	1.25773
	12.6071	1.26071	12.5872	1.25872
	12.6171	1.26171	12.5972	1.25972
	12.627	1.2627	12.6071	1.26071
	12.637	1.2637	12.6171	1.26171
	12.6469	1.26469	12.627	1.2627
	12.6569	1.26569	12.637	1.2637
	12.6668	1.26668	12.6469	1.26469
	12.6768	1.26768	12.6569	1.26569
	12.6867	1.26867	12.6668	1.26668
	12.6967	1.26967	12.6768	1.26768
	12.7066	1.27066	12.6867	1.26867
	12.7166	1.27166	12.6967	1.26967
	12.7265	1.27265	12.7066	1.27066
	12.7365	1.27365	12.7166	1.27166
	12.7464	1.27464	12.7265	1.27265
	12.7564	1.27564	12.7365	1.27365
	12.7663	1.27663	12.7464	1.27464
	12.7763	1.27763	12.7564	1.27564
	12.7862	1.27862	12.7663	1.27663
	12.7962	1.27962	12.7763	1.27763
	12.8061	1.28061	12.7862	1.27862
	12.8161	1.28161	12.7962	1.27962
	12.826	1.2826	12.8061	1.28061
	12.836	1.2836	12.8161	1.28161
	12.8459	1.28459	12.826	1.2826
	12.8559	1.28559	12.836	1.2836
	12.8658	1.28658	12.8459	1.28459
	12.8758	1.28758	12.8559	1.28559
	12.8857	1.28857	12.8658	1.28658
	12.8957	1.28957	12.8758	1.28758
	12.9056	1.29056	12.8857	1.28857
	12.9156	1.29156	12.8957	1.28957
	12.9255	1.29255	12.9056	1.29056
	12.9355	1.29355	12.9156	1.29156
	12.9454	1.29454	12.9255	1.29255
	12.9554	1.29554	12.9355	1.29355
